,PDB_code,-logKd/Ki,refined,core,split_core,max_tanimoto_schrodinger,max_tanimoto_merck
6218,2fie,5.46,False,False,train,0.2024539877300613,0.2619047619047619
6219,2gg9,5.46,False,False,train,0.1741935483870967,0.1439393939393939
6220,2y4k,5.46,False,False,train,0.0864864864864864,0.0898203592814371
6221,3gbq,5.46,False,False,train,0.0921787709497206,0.0592783505154639
6222,3piz,5.46,False,False,train,0.2620320855614973,0.2071005917159763
6223,3s22,5.46,False,False,train,0.1168831168831168,0.1212121212121212
6224,4gw5,5.46,False,False,train,0.084010840108401,0.0883838383838383
6225,4jft,5.46,False,False,train,0.1891891891891892,0.2
6226,4kot,5.46,False,False,train,0.1592356687898089,0.1182266009852216
6227,4mvn,5.46,False,False,train,0.4016393442622951,0.2368421052631578
6228,4qz0,5.46,False,False,train,0.2311557788944723,0.2133333333333333
6229,4zly,5.46,False,False,train,0.1904761904761904,0.2417582417582417
6230,5dtw,5.46,False,False,train,0.0825396825396825,0.0785498489425981
6231,5mnr,5.46,True,False,train,0.206060606060606,0.1510416666666666
6232,5nka,5.46,True,False,train,0.2515337423312883,0.2430939226519337
6233,5owa,5.46,False,False,train,0.1301369863013698,0.119047619047619
6234,5txy,5.46,True,False,train,0.1792452830188679,0.24
6235,5ty8,5.46,False,False,train,0.1792452830188679,0.24
6236,5xag,5.46,False,False,train,0.2051282051282051,0.2317073170731707
6237,5ye7,5.46,False,False,train,0.3125,0.238095238095238
6238,6ak4,5.46,False,False,train,0.1985294117647058,0.1209677419354838
6239,6dcy,5.46,False,False,train,0.1354166666666666,0.1120689655172413
6240,6dzx,5.46,True,False,train,0.0884955752212389,0.0769230769230769
6241,6ekq,5.46,True,False,train,0.1301369863013698,0.119047619047619
6242,6gdy,5.46,True,False,train,0.1684210526315789,0.0628930817610062
6243,6nxz,5.46,True,False,train,0.0869565217391304,0.0747663551401869
6244,6t1n,5.46,True,False,train,0.2341772151898734,0.2261904761904762
6245,1g7f,5.47,True,False,train,0.2419354838709677,0.1698113207547169
6246,1gi1,5.47,True,False,train,0.2063492063492063,0.2589285714285714
6247,1nlo,5.47,False,False,train,0.1517857142857142,0.1260053619302949
6248,1o2s,5.47,False,False,train,0.2063492063492063,0.2589285714285714
6249,1xh5,5.47,True,False,train,0.1714285714285714,0.1908713692946058
6250,2hf8,5.47,False,False,train,0.0979381443298969,0.0909090909090909
6251,2hz4,5.47,False,False,train,0.1865284974093264,0.1436781609195402
6252,2r0z,5.47,True,False,train,0.1639344262295081,0.1189591078066914
6253,2xde,5.47,True,False,train,0.3313253012048193,0.2413793103448276
6254,2y7p,5.47,False,False,valid,0.1914893617021276,0.1585365853658536
6255,3pd2,5.47,False,False,train,0.1257861635220125,0.1027027027027027
6256,3t3y,5.47,False,False,train,0.1619047619047619,0.112
6257,4j77,5.47,False,False,train,0.0931372549019607,0.05
6258,4jmu,5.47,False,False,train,0.2284263959390862,0.2592592592592592
6259,4n6g,5.47,True,False,train,0.1680672268907563,0.1868131868131868
6260,4n7j,5.47,False,False,train,0.180327868852459,0.1844660194174757
6261,4n7m,5.47,True,False,valid,0.1777777777777777,0.1588785046728972
6262,4qb3,5.47,True,False,train,0.2127659574468085,0.2025316455696202
6263,4rrq,5.47,False,False,train,0.1257861635220125,0.1027027027027027
6264,4x3e,5.47,False,False,train,0.1293706293706293,0.0964630225080385
6265,4xcb,5.47,False,False,train,0.0495495495495495,0.0591133004926108
6266,5fb0,5.47,False,False,train,0.0656716417910447,0.0448548812664907
6267,5gu4,5.47,False,False,train,0.2690355329949238,0.1417004048582996
6268,5nn5,5.47,True,False,train,0.0419580419580419,0.0707964601769911
6269,5o4s,5.47,False,False,valid,0.2115384615384615,0.2087378640776699
6270,5u0f,5.47,True,False,train,0.2333333333333333,0.1983471074380165
6271,6c7w,5.47,True,False,train,0.1320754716981132,0.1224489795918367
6272,6dgo,5.47,False,False,train,0.16875,0.1607142857142857
6273,6gfm,5.47,False,False,train,0.064516129032258,0.0723981900452488
6274,6i74,5.47,False,False,train,0.149171270718232,0.164021164021164
6275,1g85,5.48,True,False,train,0.0661157024793388,0.0735294117647058
6276,1uh1,5.48,False,False,train,0.0787878787878787,0.0833333333333333
6277,2cbv,5.48,True,True,test,0.0514705882352941,0.0615384615384615
6278,2co0,5.48,False,False,train,0.0886699507389162,0.059322033898305
6279,2nww,5.48,False,False,train,0.288135593220339,0.1568627450980392
6280,2qic,5.48,False,False,train,0.0631578947368421,0.0490797546012269
6281,2qyk,5.48,False,False,train,0.24375,0.2810810810810811
6282,2wxd,5.48,False,False,train,0.2456140350877192,0.2094594594594594
6283,2zkj,5.48,True,False,train,0.0994475138121546,0.0928961748633879
6284,3bxe,5.48,True,False,train,0.099009900990099,0.0612244897959183
6285,3d2r,5.48,False,False,train,0.0994475138121546,0.0928961748633879
6286,3iw6,5.48,True,False,train,0.2452830188679245,0.1717791411042944
6287,3m58,5.48,False,False,train,0.0976430976430976,0.0788643533123028
6288,3qch,5.48,False,False,train,0.2295081967213114,0.1818181818181818
6289,3vp1,5.48,False,False,train,0.3557692307692308,0.1727272727272727
6290,3zdv,5.48,True,False,train,0.1346153846153846,0.1494252873563218
6291,4c5w,5.48,False,False,train,0.1132075471698113,0.0886075949367088
6292,4d2r,5.48,False,False,train,0.217877094972067,0.2383720930232558
6293,4ie4,5.48,False,False,train,0.2131147540983606,0.1809523809523809
6294,4ifi,5.48,False,False,train,0.2697674418604651,0.1322957198443579
6295,4jfm,5.48,True,False,train,0.2216216216216216,0.2485207100591716
6296,4kp8,5.48,True,False,train,0.2112676056338028,0.1875
6297,4n7h,5.48,False,False,train,0.1745454545454545,0.0958466453674121
6298,4oq6,5.48,False,False,train,0.237037037037037,0.275
6299,4pf5,5.48,True,False,train,0.0780141843971631,0.0821917808219178
6300,4qfg,5.48,False,False,train,0.1042944785276073,0.0994152046783625
6301,4tmf,5.48,False,False,train,0.1153846153846153,0.0909090909090909
6302,4uc5,5.48,True,False,train,0.3168316831683168,0.1839080459770115
6303,4x8p,5.48,False,False,train,0.1197007481296758,0.0862470862470862
6304,4y6r,5.48,False,False,train,0.1891891891891892,0.1538461538461538
6305,4ycu,5.48,False,False,train,0.1428571428571428,0.1533333333333333
6306,5alx,5.48,False,False,train,0.2123893805309734,0.1946902654867256
6307,5aqz,5.48,True,False,train,0.1096774193548387,0.1267605633802817
6308,5hrw,5.48,True,False,train,0.208955223880597,0.2222222222222222
6309,5ii1,5.48,False,False,train,0.2,0.2376237623762376
6310,5iv4,5.48,False,False,train,0.1716417910447761,0.1932773109243697
6311,5jnc,5.48,False,False,train,0.2232142857142857,0.1779661016949152
6312,5lkr,5.48,False,False,train,0.24375,0.2
6313,5mav,5.48,False,False,train,0.1418764302059496,0.0794979079497908
6314,5vwk,5.48,False,False,train,0.1228070175438596,0.1074918566775244
6315,5xvw,5.48,False,False,train,0.095505617977528,0.0801033591731266
6316,5yib,5.48,False,False,train,0.222707423580786,0.1857707509881423
6317,5zxk,5.48,False,False,train,0.0854700854700854,0.0619469026548672
6318,6dd0,5.48,True,False,train,0.1742424242424242,0.1826086956521739
6319,6fgc,5.48,False,False,train,0.1186440677966101,0.09375
6320,6grp,5.48,False,False,train,0.13,0.1020408163265306
6321,1pot,5.49,True,False,train,0.042016806722689,0.0629370629370629
6322,1pyn,5.49,True,False,train,0.1904761904761904,0.1790393013100436
6323,1tys,5.49,False,False,valid,0.0955414012738853,0.1048951048951049
6324,1uef,5.49,False,False,train,0.1194029850746268,0.1027777777777777
6325,2h4k,5.49,True,False,train,0.6463414634146342,0.2264150943396226
6326,2ioa,5.49,False,False,train,0.1136363636363636,0.0663507109004739
6327,2o0u,5.49,True,False,train,0.2216216216216216,0.1797235023041474
6328,2qtr,5.49,False,False,train,0.1004366812227074,0.0916666666666666
6329,2r3y,5.49,False,False,train,0.2572815533980582,0.1827956989247312
6330,2uy5,5.49,True,False,train,0.203125,0.1390728476821192
6331,3bmq,5.49,False,False,train,0.2788461538461538,0.21
6332,3bvb,5.49,True,False,train,0.238095238095238,0.2105263157894736
6333,3ga5,5.49,True,False,train,0.0838709677419354,0.0774647887323943
6334,3h0b,5.49,False,False,valid,0.2434210526315789,0.2578616352201258
6335,3hmp,5.49,True,False,train,0.203125,0.188034188034188
6336,3i73,5.49,True,False,train,0.0994475138121546,0.0928961748633879
6337,3mvj,5.49,False,False,train,0.1313868613138686,0.1946902654867256
6338,3sgx,5.49,False,False,train,0.375,0.3298429319371728
6339,3t3g,5.49,False,False,train,0.0783132530120482,0.0985915492957746
6340,3tz4,5.49,False,False,train,0.1089108910891089,0.1408450704225352
6341,4f6s,5.49,False,False,train,0.2566371681415929,0.208695652173913
6342,4knx,5.49,False,False,train,0.3540372670807453,0.3703703703703703
6343,4lv3,5.49,False,False,valid,0.1217391304347826,0.1588785046728972
6344,4tq3,5.49,False,False,train,0.0846153846153846,0.0628571428571428
6345,4u7v,5.49,False,False,train,0.3117647058823529,0.1768292682926829
6346,4uvb,5.49,False,False,train,0.1321428571428571,0.1476510067114094
6347,4w9f,5.49,True,False,train,0.2356687898089172,0.2011834319526627
6348,4zs2,5.49,False,False,train,0.2307692307692307,0.2071005917159763
6349,5avf,5.49,True,False,train,0.0761904761904762,0.0887096774193548
6350,5tg2,5.49,False,False,train,0.1145833333333333,0.135
6351,5tq1,5.49,False,False,train,0.1818181818181818,0.0932475884244373
6352,5w6u,5.49,False,False,train,0.1364764267990074,0.1121076233183856
6353,5xzr,5.49,False,False,train,0.2781456953642384,0.2406015037593984
6354,6a5e,5.49,False,False,train,0.1233480176211453,0.0755102040816326
6355,6af9,5.49,False,False,train,0.1428571428571428,0.1839080459770115
6356,6afa,5.49,False,False,train,0.1428571428571428,0.1839080459770115
6357,6cen,5.49,False,False,train,0.0896226415094339,0.0743801652892562
6358,6f29,5.49,False,False,train,0.125,0.1274509803921568
6359,6g14,5.49,True,False,train,0.0769230769230769,0.0789473684210526
6360,6g91,5.49,False,False,train,0.3425925925925926,0.1823899371069182
6361,6h7d,5.49,False,False,train,0.0413793103448275,0.0708661417322834
6362,6qr2,5.49,True,False,train,0.2027027027027027,0.2352941176470588
6363,2ajb,5.5,False,False,train,0.1610738255033557,0.0945945945945946
6364,2y58,5.5,False,False,train,0.2649006622516556,0.2054054054054054
6365,3c1n,5.5,False,False,train,0.08,0.0845070422535211
6366,3lfn,5.5,False,False,train,0.2911392405063291,0.2679738562091503
6367,3tza,5.5,True,False,train,0.1702127659574468,0.1181818181818181
6368,4nni,5.5,False,False,train,0.1538461538461538,0.128
6369,4rt0,5.5,False,False,train,0.0987654320987654,0.0901287553648068
6370,4ura,5.5,False,False,train,0.1523809523809524,0.1630434782608695
6371,6bw4,5.5,False,False,train,0.0638977635782747,0.0508474576271186
6372,6gr7,5.5,False,False,valid,0.2,0.1509433962264151
6373,6hm6,5.5,False,False,train,0.2480620155038759,0.2352941176470588
6374,6hpg,5.5,False,False,train,0.0888030888030888,0.0490196078431372
6375,6hs0,5.5,False,False,train,0.2037037037037037,0.1851851851851851
6376,6izq,5.5,False,False,train,0.1703703703703703,0.1521739130434782
6377,6s0e,5.5,False,False,train,0.1111111111111111,0.0897435897435897
6378,1b2i,5.51,False,False,train,0.1186440677966101,0.14
6379,1ggn,5.51,False,False,train,0.1217391304347826,0.1132075471698113
6380,1t08,5.51,False,False,train,0.1466992665036675,0.081858407079646
6381,1xh3,5.51,False,False,train,0.1387434554973822,0.0705882352941176
6382,2gc8,5.51,False,False,train,0.1956521739130435,0.1574803149606299
6383,2uym,5.51,False,False,train,0.19375,0.1368421052631579
6384,2wqp,5.51,False,False,train,0.1103448275862069,0.0597014925373134
6385,3cn0,5.51,False,False,train,0.2049180327868852,0.2058823529411764
6386,3da9,5.51,True,False,train,0.5078125,0.1985294117647058
6387,3kgt,5.51,True,False,train,0.1788617886178861,0.2148760330578512
6388,3qtq,5.51,False,False,train,0.1735537190082644,0.1551724137931034
6389,3qts,5.51,False,False,train,0.2816901408450704,0.2569444444444444
6390,3u51,5.51,False,False,train,0.1875,0.1604477611940298
6391,3vgc,5.51,False,False,train,0.2651515151515151,0.2149532710280373
6392,4i9c,5.51,False,False,train,0.0945273631840796,0.0658436213991769
6393,4k55,5.51,True,False,train,0.08130081300813,0.0714285714285714
6394,4qwu,5.51,False,False,train,0.2435897435897435,0.1647058823529411
6395,4qxo,5.51,True,False,train,0.2384615384615384,0.2131147540983606
6396,4qz3,5.51,False,False,train,0.2311557788944723,0.2133333333333333
6397,4wz5,5.51,False,False,train,0.1605839416058394,0.1297709923664122
6398,4zba,5.51,True,False,train,0.0959595959595959,0.0474137931034482
6399,4zgk,5.51,True,False,train,0.2234636871508379,0.2032085561497326
6400,5cks,5.51,True,False,valid,0.0952380952380952,0.0481283422459893
6401,5h8x,5.51,False,False,train,0.3285714285714285,0.2624113475177305
6402,5iza,5.51,False,False,train,0.1367521367521367,0.1142857142857142
6403,5lpk,5.51,False,False,train,0.2878787878787879,0.221311475409836
6404,5oa6,5.51,True,False,train,0.0980392156862745,0.1115241635687732
6405,5zu0,5.51,False,False,valid,0.1034482758620689,0.0980392156862745
6406,5zzw,5.51,False,False,train,0.1034482758620689,0.0980392156862745
6407,6dgq,5.51,True,False,train,0.2077922077922078,0.1693121693121693
6408,6ewe,5.51,False,False,train,0.2260869565217391,0.1818181818181818
6409,6gfz,5.51,True,False,valid,0.2,0.180327868852459
6410,6hs4,5.51,False,False,train,0.2529411764705882,0.2285714285714285
6411,1a8i,5.52,False,False,train,0.0636942675159235,0.0780141843971631
6412,1kc7,5.52,True,False,train,0.119047619047619,0.0573248407643312
6413,1lox,5.52,False,False,train,0.1791044776119403,0.1296296296296296
6414,1oe7,5.52,False,False,valid,0.1450381679389313,0.0666666666666666
6415,1oe8,5.52,True,False,train,0.1450381679389313,0.0666666666666666
6416,1pyg,5.52,False,False,train,0.1042944785276073,0.0994152046783625
6417,1tl9,5.52,False,False,train,0.1097560975609756,0.0863309352517985
6418,1xxi,5.52,False,False,train,0.0994475138121546,0.0928961748633879
6419,1ydr,5.52,True,True,test,0.1968503937007874,0.1824324324324324
6420,2cht,5.52,True,False,train,0.1313868613138686,0.0828025477707006
6421,2ez5,5.52,False,False,train,0.156441717791411,0.0892857142857142
6422,2ga2,5.52,False,False,train,0.3106060606060606,0.2056737588652482
6423,2gcd,5.52,False,False,valid,0.2094240837696335,0.1901840490797546
6424,2gz8,5.52,False,False,train,0.2328767123287671,0.2162162162162162
6425,2hwi,5.52,False,False,train,0.2215189873417721,0.2048192771084337
6426,2l8j,5.52,False,False,train,0.1032258064516129,0.0588235294117647
6427,2vnf,5.52,False,False,train,0.1258741258741259,0.0833333333333333
6428,2ydt,5.52,True,False,train,0.0552147239263803,0.0753424657534246
6429,3cgo,5.52,False,False,train,0.2468354430379747,0.1782178217821782
6430,3eys,5.52,False,False,train,0.1928251121076233,0.1551020408163265
6431,3hqr,5.52,False,False,train,0.1684210526315789,0.0696202531645569
6432,3hzm,5.52,True,False,train,0.0728476821192053,0.0806451612903225
6433,3i97,5.52,False,False,train,0.1868131868131868,0.1597938144329896
6434,3iog,5.52,True,False,train,0.1711711711711711,0.1666666666666666
6435,3t6y,5.52,False,False,train,0.1890243902439024,0.2014388489208633
6436,3tws,5.52,False,False,train,0.0983213429256594,0.0793650793650793
6437,3v0l,5.52,False,False,train,0.1401869158878504,0.1581920903954802
6438,4de3,5.52,False,True,test,0.3208955223880597,0.2631578947368421
6439,4en4,5.52,True,False,valid,0.1260504201680672,0.1196581196581196
6440,4h2o,5.52,False,False,train,0.2547770700636942,0.1848341232227488
6441,4j5c,5.52,False,False,train,0.281437125748503,0.1878172588832487
6442,4pnl,5.52,False,False,valid,0.1085271317829457,0.135593220338983
6443,4qqi,5.52,False,False,train,0.1396895787139689,0.0855397148676171
6444,4yvz,5.52,False,False,valid,0.1,0.09375
6445,5f08,5.52,True,False,train,0.1788079470198675,0.2026143790849673
6446,5ixf,5.52,False,False,train,0.0936708860759493,0.0538641686182669
6447,5j1x,5.52,True,False,train,0.1317829457364341,0.0977011494252873
6448,5juz,5.52,False,False,train,0.180722891566265,0.2192513368983957
6449,5mrp,5.52,True,False,train,0.2672413793103448,0.2053571428571428
6450,5nn6,5.52,True,False,valid,0.0583941605839416,0.0833333333333333
6451,5v5e,5.52,False,False,train,0.2692307692307692,0.248730964467005
6452,5w1w,5.52,False,False,train,0.1236749116607773,0.0595611285266457
6453,5wqj,5.52,False,False,train,0.2408759124087591,0.21875
6454,5wrs,5.52,False,False,train,0.0932642487046632,0.0871794871794871
6455,5yia,5.52,False,False,train,0.2396313364055299,0.1712062256809338
6456,5yun,5.52,False,False,train,0.1258741258741259,0.141025641025641
6457,5yzc,5.52,False,False,train,0.3513513513513513,0.2105263157894736
6458,5zma,5.52,False,False,train,0.2185430463576159,0.2073170731707317
6459,6dgl,5.52,True,False,train,0.2366863905325443,0.2592592592592592
6460,6dzy,5.52,False,False,train,0.1635220125786163,0.1483870967741935
6461,6exm,5.52,False,False,train,0.1917808219178082,0.1721854304635761
6462,6fi5,5.52,False,False,valid,0.2551440329218107,0.1413793103448276
6463,6fne,5.52,False,False,train,0.1363636363636363,0.1721311475409836
6464,6oxl,5.52,False,False,train,0.1055555555555555,0.0632911392405063
6465,6q30,5.52,False,False,train,0.21,0.1428571428571428
6466,6qfg,5.52,False,False,train,0.2848101265822785,0.2473118279569892
6467,6qtw,5.52,False,False,train,0.1458333333333333,0.0611510791366906
6468,7gpb,5.52,False,False,train,0.1042944785276073,0.0994152046783625
6469,1szm,5.53,False,False,train,0.2362637362637362,0.2051282051282051
6470,4fmo,5.53,False,False,train,0.2142857142857142,0.1224489795918367
6471,4qz6,5.53,False,False,train,0.2311557788944723,0.2133333333333333
6472,4u5j,5.53,False,False,train,0.1401273885350318,0.1604938271604938
6473,5dus,5.53,True,False,train,0.0849056603773584,0.0794392523364486
6474,6bw3,5.53,False,False,train,0.0634920634920634,0.0476190476190476
6475,6esm,5.53,False,False,train,0.3157894736842105,0.2932330827067669
6476,6f4w,5.53,False,False,valid,0.1,0.1075949367088607
6477,1bio,5.54,False,False,train,0.2134831460674157,0.1481481481481481
6478,1bjv,5.54,True,False,train,0.3561643835616438,0.2596685082872928
6479,1h26,5.54,False,False,train,0.1223880597014925,0.0944444444444444
6480,1ha2,5.54,False,False,train,0.3043478260869565,0.3063063063063063
6481,1kdw,5.54,False,False,train,0.1584158415841584,0.1546391752577319
6482,1oiq,5.54,False,False,train,0.2288135593220339,0.1869918699186991
6483,1r5w,5.54,False,False,train,0.1383812010443864,0.1011764705882353
6484,2c9b,5.54,False,False,train,0.109090909090909,0.0985915492957746
6485,2idk,5.54,False,False,train,0.1964285714285714,0.160377358490566
6486,2nq7,5.54,False,False,train,0.3017241379310345,0.1781609195402299
6487,2olb,5.54,True,False,train,0.0969696969696969,0.0606060606060606
6488,2y7i,5.54,True,False,train,0.1048387096774193,0.0769230769230769
6489,3bxf,5.54,True,False,train,0.0592592592592592,0.0656934306569343
6490,3daj,5.54,False,False,train,0.191358024691358,0.1689497716894977
6491,3f07,5.54,False,False,train,0.2735042735042735,0.1825396825396825
6492,3ggw,5.54,False,False,train,0.1188118811881188,0.1036036036036036
6493,3iqq,5.54,False,False,train,0.1103896103896103,0.087719298245614
6494,3jyr,5.54,True,False,train,0.0468085106382978,0.0608695652173913
6495,3r8v,5.54,False,False,train,0.1889763779527559,0.1550387596899224
6496,3ubd,5.54,True,False,train,0.1459459459459459,0.1686046511627907
6497,3v78,5.54,True,False,train,0.2582781456953642,0.2279411764705882
6498,4ba3,5.54,False,False,train,0.1166666666666666,0.0965250965250965
6499,4dtt,5.54,False,False,train,0.2262773722627737,0.1694915254237288
6500,4hkk,5.54,False,False,train,0.1788617886178861,0.2148760330578512
6501,4nxu,5.54,True,False,train,0.0994475138121546,0.0928961748633879
6502,4o0t,5.54,False,False,train,0.1965317919075144,0.1796407185628742
6503,4qij,5.54,True,False,train,0.1512915129151291,0.1384083044982699
6504,4r4c,5.54,True,False,train,0.1938775510204081,0.2155172413793103
6505,5a4q,5.54,False,False,valid,0.2222222222222222,0.2156862745098039
6506,5a81,5.54,True,False,train,0.2407407407407407,0.1851851851851851
6507,5azg,5.54,False,False,train,0.2842105263157894,0.1443850267379679
6508,5eds,5.54,False,False,train,0.2280701754385964,0.2298850574712643
6509,5lgn,5.54,False,False,train,0.2357723577235772,0.2740740740740741
6510,5n8j,5.54,False,False,train,0.0966386554621848,0.055045871559633
6511,6bid,5.54,False,False,train,0.225,0.1666666666666666
6512,6boe,5.54,False,False,train,0.1830065359477124,0.1860465116279069
6513,6ew7,5.54,False,False,train,0.2435897435897435,0.2484076433121019
6514,1g3d,5.55,True,False,train,0.1495327102803738,0.1789473684210526
6515,1njc,5.55,True,False,train,0.1045751633986928,0.1037037037037037
6516,1y3n,5.55,True,False,train,0.1068702290076335,0.0728476821192053
6517,2c2l,5.55,False,False,train,0.0771812080536912,0.0465116279069767
6518,2iuz,5.55,True,False,train,0.1566265060240964,0.1186440677966101
6519,2wyn,5.55,False,False,train,0.0478723404255319,0.0697674418604651
6520,3fkt,5.55,False,False,train,0.247191011235955,0.2142857142857142
6521,3sdg,5.55,False,False,train,0.1646341463414634,0.1398601398601398
6522,3uzj,5.55,True,False,train,0.16,0.2073170731707317
6523,4fri,5.55,False,False,train,0.3219178082191781,0.2692307692307692
6524,4ie6,5.55,False,False,train,0.2155172413793103,0.1944444444444444
6525,4kww,5.55,False,False,train,0.2325581395348837,0.1477272727272727
6526,4p5e,5.55,False,False,train,0.2272727272727272,0.1878453038674033
6527,4pqa,5.55,True,False,train,0.2260869565217391,0.096
6528,4tk0,5.55,False,False,train,0.2364864864864864,0.1703296703296703
6529,4wbg,5.55,False,False,train,0.152317880794702,0.106060606060606
6530,5gja,5.55,True,False,train,0.1759259259259259,0.1358024691358024
6531,5jy0,5.55,False,False,train,0.1691176470588235,0.1034482758620689
6532,5knu,5.55,False,False,train,0.1016949152542373,0.0899470899470899
6533,5l2n,5.55,False,False,train,0.2485207100591716,0.2357723577235772
6534,5vcx,5.55,False,False,train,0.1923076923076923,0.1701244813278008
6535,5vd3,5.55,True,False,train,0.1923076923076923,0.1701244813278008
6536,6bs4,5.55,True,False,train,0.0932642487046632,0.0871794871794871
6537,6dlj,5.55,False,False,train,0.1755725190839694,0.1238938053097345
6538,6eil,5.55,False,False,train,0.2238805970149253,0.2582781456953642
6539,6fvo,5.55,False,False,train,0.1830357142857142,0.1299212598425196
6540,6hgv,5.55,False,False,train,0.24,0.1558441558441558
6541,6hvw,5.55,False,False,train,0.1576576576576576,0.156
6542,6n7z,5.55,False,False,train,0.2484472049689441,0.2321428571428571
6543,6ouv,5.55,True,False,train,0.1373626373626373,0.1194968553459119
6544,6qyk,5.55,False,False,train,0.1895424836601307,0.275
6545,6sen,5.55,False,False,train,0.131578947368421,0.0876865671641791
6546,2jdn,5.56,False,False,train,0.0476190476190476,0.0719424460431654
6547,4esg,5.56,False,False,train,0.0973451327433628,0.0619834710743801
6548,4o3f,5.56,True,False,train,0.1839080459770115,0.2133333333333333
6549,5alj,5.56,False,False,train,0.1923076923076923,0.282051282051282
6550,5gx7,5.56,False,False,train,0.125,0.0851063829787234
6551,5lpm,5.56,False,False,train,0.1946308724832214,0.1805555555555555
6552,6ak6,5.56,False,False,train,0.0833333333333333,0.0853658536585365
6553,6mxc,5.56,True,False,train,0.0909090909090909,0.0967741935483871
6554,6p8x,5.56,False,False,train,0.2590673575129533,0.1986754966887417
6555,1cs4,5.57,False,False,train,0.10625,0.108695652173913
6556,1jak,5.57,True,False,train,0.0677966101694915,0.0928571428571428
6557,1njd,5.57,True,False,train,0.0974025974025974,0.1014492753623188
6558,2f6j,5.57,False,False,train,0.0775862068965517,0.0586080586080586
6559,2fuu,5.57,False,False,train,0.0466200466200466,0.0346320346320346
6560,2lgf,5.57,False,False,valid,0.0973084886128364,0.0754352030947775
6561,2nmx,5.57,True,False,train,0.208,0.2015503875968992
6562,2np9,5.57,False,False,train,0.1198501872659176,0.1130742049469964
6563,2onb,5.57,False,False,train,0.0660377358490566,0.0444444444444444
6564,2qo1,5.57,False,False,train,0.0948275862068965,0.093167701863354
6565,2z52,5.57,False,False,train,0.0647482014388489,0.063953488372093
6566,3bex,5.57,True,False,train,0.1176470588235294,0.0869565217391304
6567,3coz,5.57,True,True,test,0.1363636363636363,0.1161616161616161
6568,3uxl,5.57,True,False,train,0.1720430107526881,0.1975308641975308
6569,3vtr,5.57,True,False,train,0.0725190839694656,0.0600706713780918
6570,4awf,5.57,False,False,train,0.2719298245614035,0.1720430107526881
6571,4bda,5.57,False,False,train,0.1666666666666666,0.217391304347826
6572,4umj,5.57,False,False,train,0.0697674418604651,0.0880503144654088
6573,4xh6,5.57,False,False,train,0.1862068965517241,0.216
6574,5all,5.57,False,False,train,0.0714285714285714,0.0970873786407767
6575,5d1n,5.57,False,False,train,0.1034482758620689,0.0980392156862745
6576,5em9,5.57,False,False,train,0.1644444444444444,0.1058823529411764
6577,5eto,5.57,False,False,train,0.1644736842105263,0.183206106870229
6578,5oua,5.57,False,False,train,0.1007604562737642,0.077757685352622
6579,5vzu,5.57,False,False,train,0.0790378006872852,0.058282208588957
6580,5zyh,5.57,False,False,train,0.2256097560975609,0.2605633802816901
6581,6au5,5.57,False,False,train,0.1065573770491803,0.0792838874680307
6582,6ayh,5.57,False,False,train,0.1417910447761194,0.1304347826086956
6583,6chh,5.57,False,False,train,0.1519607843137254,0.1612903225806451
6584,6egw,5.57,False,False,train,0.0949494949494949,0.072936660268714
6585,6faw,5.57,False,False,train,0.1909385113268608,0.1289398280802292
6586,6hy7,5.57,False,False,train,0.0745920745920745,0.0717488789237668
6587,6i12,5.57,True,False,train,0.2620689655172414,0.2866666666666667
6588,6j8q,5.57,False,False,train,0.0784313725490196,0.0975609756097561
6589,6nfo,5.57,False,False,train,0.2265625,0.2608695652173913
6590,3jup,5.58,True,False,train,0.2314049586776859,0.1461538461538461
6591,3su5,5.58,True,False,train,0.145748987854251,0.1333333333333333
6592,4iur,5.58,False,False,train,0.0711743772241993,0.0493827160493827
6593,4tw8,5.58,False,False,train,0.1548387096774193,0.1916167664670658
6594,6agk,5.58,False,False,train,0.2156862745098039,0.3181818181818182
6595,1f4x,5.59,True,False,train,0.1071428571428571,0.0903614457831325
6596,1fo0,5.59,True,False,train,0.1992481203007518,0.1129032258064516
6597,1mfi,5.59,True,False,train,0.1458333333333333,0.1504424778761062
6598,1rtl,5.59,False,False,train,0.1325966850828729,0.0987654320987654
6599,2hmb,5.59,False,False,train,0.0845070422535211,0.0705882352941176
6600,2xkc,5.59,False,False,train,0.2307692307692307,0.3181818181818182
6601,2zlg,5.59,False,False,train,0.1760797342192691,0.14540059347181
6602,3gxy,5.59,False,False,train,0.0471698113207547,0.0622222222222222
6603,3nzi,5.59,False,False,train,0.193717277486911,0.1324200913242009
6604,3sha,5.59,True,False,train,0.7130434782608696,0.1959459459459459
6605,3udv,5.59,False,False,train,0.1223628691983122,0.1171548117154811
6606,4bqh,5.59,True,False,train,0.1710526315789473,0.1773049645390071
6607,4cwn,5.59,True,False,train,0.2162162162162162,0.2983870967741935
6608,4inr,5.59,False,False,train,0.217391304347826,0.1731601731601731
6609,4kxm,5.59,False,False,train,0.1098265895953757,0.0964467005076142
6610,4tkb,5.59,True,False,train,0.0952380952380952,0.0779220779220779
6611,4tx6,5.59,False,False,train,0.2258064516129032,0.2457627118644068
6612,5afv,5.59,True,False,train,0.36,0.2389380530973451
6613,5d2a,5.59,False,False,train,0.1712707182320442,0.1186868686868686
6614,5hkb,5.59,False,False,train,0.2517985611510791,0.1925925925925926
